Time,ZONE_5:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE_5:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE_5:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE_5:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZONE_6:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE_6:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE_6:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE_6:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZONE_7:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE_7:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE_7:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE_7:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZONE_8:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE_8:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE_8:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE_8:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZONE_9:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE_9:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE_9:TORONTO INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE_9:TORONTO INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,4.275359E+03,9.255265E+02,2.206246E-01,7.141053E-02,3.148848E+03,3.364320E+02,1.624986E-01,2.595752E-02,1.898728E+03,1.771707E+02,9.798590E-02,1.366957E-02,3.144108E+03,2.677496E+02,1.622540E-01,2.065800E-02,1.895761E+03,2.573000E+02,9.783276E-02,1.985235E-02
00:20:00,4.275362E+03,9.087947E+02,2.206248E-01,7.011963E-02,3.148835E+03,3.279946E+02,1.624980E-01,2.530655E-02,1.898720E+03,1.727627E+02,9.798548E-02,1.332948E-02,3.144093E+03,2.593172E+02,1.622533E-01,2.000742E-02,1.895752E+03,2.523611E+02,9.783228E-02,1.947133E-02
00:30:00,4.275365E+03,8.914532E+02,2.206249E-01,6.878162E-02,3.148822E+03,3.190384E+02,1.624973E-01,2.461554E-02,1.898712E+03,1.680250E+02,9.798504E-02,1.296395E-02,3.144079E+03,2.504104E+02,1.622525E-01,1.932022E-02,1.895742E+03,2.470698E+02,9.783180E-02,1.906309E-02
00:40:00,4.275367E+03,8.736211E+02,2.206250E-01,6.740574E-02,3.148808E+03,3.096455E+02,1.624966E-01,2.389081E-02,1.898703E+03,1.630076E+02,9.798461E-02,1.257683E-02,3.144064E+03,2.411110E+02,1.622518E-01,1.860273E-02,1.895733E+03,2.413759E+02,9.783131E-02,1.862376E-02
00:50:00,4.275370E+03,8.553992E+02,2.206252E-01,6.599974E-02,3.148795E+03,2.998852E+02,1.624959E-01,2.313772E-02,1.898695E+03,1.577525E+02,9.798417E-02,1.217136E-02,3.144049E+03,2.314894E+02,1.622510E-01,1.786036E-02,1.895723E+03,2.351656E+02,9.783083E-02,1.814456E-02
01:00:00,4.275372E+03,8.368748E+02,2.206253E-01,6.457039E-02,3.148782E+03,2.898182E+02,1.624952E-01,2.236097E-02,1.898686E+03,1.522965E+02,9.798373E-02,1.175039E-02,3.144034E+03,2.216070E+02,1.622502E-01,1.709787E-02,1.895714E+03,2.285047E+02,9.783034E-02,1.763058E-02
01:10:00,4.275378E+03,8.194501E+02,2.206256E-01,6.322587E-02,3.148785E+03,2.800885E+02,1.624954E-01,2.161022E-02,1.898688E+03,1.470154E+02,9.798384E-02,1.134291E-02,3.144038E+03,2.120992E+02,1.622504E-01,1.636428E-02,1.895716E+03,2.219924E+02,9.783045E-02,1.712807E-02
01:20:00,4.275383E+03,8.019575E+02,2.206258E-01,6.187612E-02,3.148788E+03,2.702295E+02,1.624956E-01,2.084951E-02,1.898690E+03,1.416398E+02,9.798394E-02,1.092813E-02,3.144041E+03,2.025085E+02,1.622506E-01,1.562428E-02,1.895718E+03,2.153512E+02,9.783056E-02,1.661561E-02
01:30:00,4.275388E+03,7.844439E+02,2.206261E-01,6.052475E-02,3.148792E+03,2.602848E+02,1.624957E-01,2.008219E-02,1.898692E+03,1.361960E+02,9.798404E-02,1.050810E-02,3.144044E+03,1.928766E+02,1.622507E-01,1.488112E-02,1.895720E+03,2.086300E+02,9.783066E-02,1.609700E-02
01:40:00,4.275393E+03,7.669578E+02,2.206264E-01,5.917551E-02,3.148795E+03,2.502956E+02,1.624959E-01,1.931144E-02,1.898694E+03,1.307090E+02,9.798414E-02,1.008474E-02,3.144048E+03,1.832425E+02,1.622509E-01,1.413778E-02,1.895722E+03,2.018699E+02,9.783076E-02,1.557538E-02
01:50:00,4.275398E+03,7.495461E+02,2.206266E-01,5.783201E-02,3.148798E+03,2.403004E+02,1.624961E-01,1.854022E-02,1.898696E+03,1.252021E+02,9.798424E-02,9.659835E-03,3.144051E+03,1.736421E+02,1.622511E-01,1.339705E-02,1.895724E+03,1.951076E+02,9.783086E-02,1.505360E-02
02:00:00,4.275403E+03,7.322515E+02,2.206269E-01,5.649756E-02,3.148801E+03,2.303346E+02,1.624962E-01,1.777128E-02,1.898698E+03,1.196967E+02,9.798433E-02,9.235052E-03,3.144054E+03,1.641076E+02,1.622512E-01,1.266140E-02,1.895726E+03,1.883763E+02,9.783095E-02,1.453422E-02
02:10:00,4.275408E+03,7.150577E+02,2.206271E-01,5.517089E-02,3.148804E+03,2.203761E+02,1.624964E-01,1.700291E-02,1.898700E+03,1.141797E+02,9.798441E-02,8.809378E-03,3.144057E+03,1.546132E+02,1.622514E-01,1.192886E-02,1.895728E+03,1.816746E+02,9.783104E-02,1.401712E-02
02:20:00,4.275412E+03,6.979998E+02,2.206273E-01,5.385470E-02,3.148806E+03,2.104495E+02,1.624965E-01,1.623699E-02,1.898701E+03,1.086660E+02,9.798450E-02,8.383960E-03,3.144060E+03,1.451797E+02,1.622515E-01,1.120101E-02,1.895729E+03,1.750289E+02,9.783113E-02,1.350435E-02
02:30:00,4.275416E+03,6.811088E+02,2.206276E-01,5.255141E-02,3.148809E+03,2.005784E+02,1.624966E-01,1.547537E-02,1.898703E+03,1.031703E+02,9.798458E-02,7.959928E-03,3.144062E+03,1.358276E+02,1.622517E-01,1.047944E-02,1.895731E+03,1.684679E+02,9.783122E-02,1.299811E-02
02:40:00,4.275420E+03,6.644123E+02,2.206278E-01,5.126311E-02,3.148812E+03,1.907850E+02,1.624968E-01,1.471974E-02,1.898704E+03,9.770607E+01,9.798466E-02,7.538328E-03,3.144065E+03,1.265755E+02,1.622518E-01,9.765596E-03,1.895733E+03,1.620321E+02,9.783130E-02,1.250154E-02
02:50:00,4.275424E+03,6.479339E+02,2.206280E-01,4.999166E-02,3.148814E+03,1.810887E+02,1.624969E-01,1.397161E-02,1.898706E+03,9.228556E+01,9.798474E-02,7.120102E-03,3.144068E+03,1.174400E+02,1.622520E-01,9.060745E-03,1.895734E+03,1.557192E+02,9.783138E-02,1.201446E-02
03:00:00,4.275428E+03,6.316942E+02,2.206282E-01,4.873862E-02,3.148817E+03,1.715072E+02,1.624970E-01,1.323233E-02,1.898707E+03,8.691977E+01,9.798482E-02,6.706101E-03,3.144070E+03,1.084356E+02,1.622521E-01,8.366014E-03,1.895736E+03,1.494862E+02,9.783146E-02,1.153354E-02
03:10:00,4.275432E+03,6.156550E+02,2.206284E-01,4.750105E-02,3.148819E+03,1.620002E+02,1.624972E-01,1.249881E-02,1.898709E+03,8.158488E+01,9.798489E-02,6.294485E-03,3.144073E+03,9.951881E+01,1.622522E-01,7.678047E-03,1.895737E+03,1.432889E+02,9.783154E-02,1.105537E-02
03:20:00,4.275436E+03,5.998312E+02,2.206286E-01,4.628011E-02,3.148822E+03,1.525759E+02,1.624973E-01,1.177167E-02,1.898710E+03,7.628621E+01,9.798497E-02,5.885664E-03,3.144075E+03,9.069516E+01,1.622523E-01,6.997267E-03,1.895739E+03,1.371112E+02,9.783161E-02,1.057871E-02
03:30:00,4.275439E+03,5.842347E+02,2.206287E-01,4.507671E-02,3.148824E+03,1.432432E+02,1.624974E-01,1.105160E-02,1.898712E+03,7.102951E+01,9.798504E-02,5.480084E-03,3.144078E+03,8.197108E+01,1.622525E-01,6.324173E-03,1.895740E+03,1.309351E+02,9.783169E-02,1.010218E-02
03:40:00,4.275443E+03,5.688749E+02,2.206289E-01,4.389157E-02,3.148826E+03,1.340098E+02,1.624975E-01,1.033919E-02,1.898713E+03,6.581996E+01,9.798511E-02,5.078142E-03,3.144080E+03,7.335234E+01,1.622526E-01,5.659209E-03,1.895742E+03,1.247294E+02,9.783176E-02,9.623368E-03
03:50:00,4.275446E+03,5.537585E+02,2.206291E-01,4.272522E-02,3.148828E+03,1.248826E+02,1.624976E-01,9.634980E-03,1.898714E+03,6.066195E+01,9.798518E-02,4.680179E-03,3.144082E+03,6.484363E+01,1.622527E-01,5.002737E-03,1.895743E+03,1.185036E+02,9.783183E-02,9.142995E-03
04:00:00,4.275449E+03,5.388904E+02,2.206293E-01,4.157802E-02,3.148830E+03,1.158668E+02,1.624977E-01,8.939365E-03,1.898716E+03,5.555911E+01,9.798524E-02,4.286474E-03,3.144084E+03,5.644861E+01,1.622528E-01,4.355041E-03,1.895744E+03,1.123051E+02,9.783190E-02,8.664734E-03
04:10:00,4.275452E+03,5.243475E+02,2.206294E-01,4.045593E-02,3.148833E+03,1.070316E+02,1.624978E-01,8.257691E-03,1.898717E+03,5.055314E+01,9.798531E-02,3.900244E-03,3.144087E+03,4.823451E+01,1.622529E-01,3.721307E-03,1.895746E+03,1.061867E+02,9.783197E-02,8.192660E-03
04:20:00,4.275455E+03,5.101262E+02,2.206296E-01,3.935864E-02,3.148835E+03,9.838464E+01,1.624980E-01,7.590542E-03,1.898718E+03,4.564918E+01,9.798537E-02,3.521887E-03,3.144089E+03,4.020774E+01,1.622530E-01,3.102028E-03,1.895747E+03,1.001621E+02,9.783203E-02,7.727820E-03
04:30:00,4.275458E+03,4.962211E+02,2.206297E-01,3.828575E-02,3.148837E+03,8.992853E+01,1.624981E-01,6.938120E-03,1.898719E+03,4.084943E+01,9.798543E-02,3.151571E-03,3.144091E+03,3.237011E+01,1.622531E-01,2.497346E-03,1.895748E+03,9.423929E+01,9.783210E-02,7.270842E-03
04:40:00,4.275461E+03,4.826308E+02,2.206299E-01,3.723716E-02,3.148839E+03,8.166652E+01,1.624982E-01,6.300675E-03,1.898721E+03,3.615635E+01,9.798549E-02,2.789487E-03,3.144093E+03,2.472398E+01,1.622533E-01,1.907444E-03,1.895749E+03,8.842590E+01,9.783216E-02,6.822304E-03
04:50:00,4.275464E+03,4.693546E+02,2.206300E-01,3.621279E-02,3.148840E+03,7.360145E+01,1.624983E-01,5.678429E-03,1.898722E+03,3.157211E+01,9.798555E-02,2.435802E-03,3.144095E+03,1.740725E+01,1.622534E-01,1.342957E-03,1.895751E+03,8.272811E+01,9.783222E-02,6.382688E-03
05:00:00,4.275466E+03,4.563920E+02,2.206301E-01,3.521264E-02,3.148842E+03,6.573572E+01,1.624984E-01,5.071565E-03,1.898723E+03,2.709858E+01,9.798561E-02,2.090661E-03,3.144097E+03,1.144081E+01,1.622535E-01,8.826479E-04,1.895752E+03,7.715110E+01,9.783228E-02,5.952392E-03
05:10:00,4.275469E+03,4.438798E+02,2.206303E-01,3.424723E-02,3.148844E+03,5.978692E+01,1.624985E-01,4.612594E-03,1.898724E+03,2.717912E+01,9.798567E-02,2.096864E-03,3.144099E+03,7.735211E+00,1.622536E-01,5.968557E-04,1.895753E+03,7.271652E+01,9.783234E-02,5.610238E-03
05:20:00,4.275471E+03,4.319024E+02,2.206304E-01,3.332309E-02,3.148846E+03,5.609592E+01,1.624985E-01,4.327821E-03,1.898725E+03,3.689009E+01,9.798572E-02,2.846079E-03,3.144101E+03,1.397651E+01,1.622537E-01,1.078358E-03,1.895754E+03,6.962923E+01,9.783240E-02,5.372036E-03
05:30:00,4.275474E+03,4.207203E+02,2.206305E-01,3.246031E-02,3.148848E+03,5.501872E+01,1.624986E-01,4.244709E-03,1.898726E+03,6.100845E+01,9.798578E-02,4.706978E-03,3.144103E+03,3.082013E+01,1.622538E-01,2.377870E-03,1.895755E+03,6.810132E+01,9.783246E-02,5.254150E-03
05:40:00,4.275476E+03,4.107915E+02,2.206307E-01,3.169423E-02,3.148850E+03,5.677802E+01,1.624987E-01,4.380443E-03,1.898727E+03,9.690149E+01,9.798583E-02,7.476658E-03,3.144104E+03,5.764564E+01,1.622538E-01,4.447594E-03,1.895756E+03,6.825356E+01,9.783252E-02,5.265898E-03
05:50:00,4.275479E+03,4.027201E+02,2.206308E-01,3.107147E-02,3.148851E+03,6.191358E+01,1.624988E-01,4.776667E-03,1.898728E+03,1.463703E+02,9.798589E-02,1.129423E-02,3.144106E+03,9.437912E+01,1.622539E-01,7.281883E-03,1.895757E+03,7.038089E+01,9.783257E-02,5.430037E-03
06:00:00,4.275481E+03,3.971715E+02,2.206309E-01,3.064336E-02,3.148853E+03,7.060218E+01,1.624989E-01,5.447026E-03,1.898729E+03,2.138518E+02,9.798594E-02,1.650218E-02,3.144108E+03,1.378763E+02,1.622540E-01,1.063818E-02,1.895758E+03,7.454614E+01,9.783263E-02,5.751415E-03
06:10:00,4.164572E+03,8.693030E+02,2.149076E-01,7.048885E-02,3.105722E+03,2.975130E+02,1.602731E-01,2.474805E-02,1.874083E+03,4.171383E+02,9.671405E-02,3.458882E-02,3.100977E+03,3.848518E+02,1.600282E-01,3.173761E-02,1.871112E+03,2.032405E+02,9.656075E-02,1.680535E-02
06:20:00,4.053565E+03,8.314276E+02,2.091800E-01,6.817926E-02,3.062576E+03,3.292716E+02,1.580467E-01,2.805178E-02,1.849429E+03,5.694310E+02,9.544187E-02,4.983067E-02,3.057831E+03,4.481132E+02,1.578019E-01,3.813853E-02,1.846458E+03,2.260919E+02,9.528856E-02,1.927674E-02
06:30:00,3.942513E+03,1.104867E+03,2.034508E-01,9.634380E-02,3.019388E+03,4.750659E+02,1.558190E-01,4.255692E-02,1.824751E+03,7.867718E+02,9.416895E-02,7.173507E-02,3.014643E+03,6.153236E+02,1.555742E-01,5.492245E-02,1.821780E+03,3.125896E+02,9.401564E-02,2.799802E-02
06:40:00,3.831374E+03,1.297994E+03,1.977181E-01,1.166274E-01,2.976162E+03,5.903843E+02,1.535903E-01,5.411055E-02,1.800052E+03,1.001782E+03,9.289550E-02,9.364149E-02,2.971418E+03,7.448612E+02,1.533455E-01,6.820031E-02,1.797081E+03,3.815065E+02,9.274219E-02,3.501352E-02
06:50:00,3.720175E+03,1.492342E+03,1.919831E-01,1.370240E-01,2.932914E+03,7.041509E+02,1.513611E-01,6.555464E-02,1.775340E+03,1.225552E+03,9.162178E-02,1.166711E-01,2.928170E+03,8.643051E+02,1.511162E-01,8.067189E-02,1.772370E+03,4.489380E+02,9.146848E-02,4.190507E-02
07:00:00,3.608935E+03,1.685215E+03,1.862465E-01,1.572849E-01,2.889653E+03,8.159637E+02,1.491315E-01,7.685455E-02,1.750621E+03,1.453097E+03,9.034785E-02,1.404291E-01,2.884908E+03,9.750818E+02,1.488866E-01,9.243391E-02,1.747651E+03,5.147421E+02,9.019455E-02,4.866069E-02
07:10:00,3.608576E+03,1.402151E+03,1.862321E-01,1.374050E-01,2.889514E+03,7.101201E+02,1.491273E-01,6.959038E-02,1.750544E+03,1.561268E+03,9.034560E-02,1.529968E-01,2.884770E+03,8.798484E+02,1.488824E-01,8.622489E-02,1.747573E+03,4.557758E+02,9.019230E-02,4.466369E-02
07:20:00,3.608293E+03,1.631265E+03,1.862210E-01,1.598576E-01,2.889384E+03,8.005429E+02,1.491233E-01,7.845160E-02,1.750470E+03,1.732362E+03,9.034342E-02,1.697629E-01,2.884640E+03,9.590937E+02,1.488785E-01,9.399072E-02,1.747500E+03,5.027649E+02,9.019012E-02,4.926848E-02
07:30:00,3.608039E+03,1.551392E+03,1.862107E-01,1.520351E-01,2.889288E+03,7.778420E+02,1.491203E-01,7.622764E-02,1.750416E+03,1.843495E+03,9.034176E-02,1.806492E-01,2.884544E+03,9.244481E+02,1.488754E-01,9.059471E-02,1.747446E+03,4.860019E+02,9.018846E-02,4.762596E-02
07:40:00,3.607856E+03,1.554042E+03,1.862032E-01,1.522916E-01,2.889224E+03,7.867228E+02,1.491180E-01,7.709548E-02,1.750380E+03,1.962667E+03,9.034044E-02,1.923223E-01,2.884479E+03,9.183606E+02,1.488731E-01,8.999450E-02,1.747409E+03,4.867589E+02,9.018714E-02,4.769900E-02
07:50:00,3.607723E+03,1.557340E+03,1.861976E-01,1.526132E-01,2.889177E+03,7.981159E+02,1.491159E-01,7.821068E-02,1.750352E+03,2.075191E+03,9.033921E-02,2.033461E-01,2.884433E+03,9.136581E+02,1.488711E-01,8.953179E-02,1.747382E+03,4.888353E+02,9.018592E-02,4.790194E-02
08:00:00,3.607622E+03,1.563518E+03,1.861931E-01,1.532177E-01,2.889139E+03,8.127534E+02,1.491141E-01,7.964437E-02,1.750329E+03,2.179815E+03,9.033807E-02,2.135970E-01,2.884395E+03,9.117733E+02,1.488692E-01,8.934619E-02,1.747359E+03,4.924851E+02,9.018478E-02,4.825933E-02
08:10:00,3.607542E+03,1.571842E+03,1.861894E-01,1.540329E-01,2.889105E+03,8.308671E+02,1.491124E-01,8.141897E-02,1.750309E+03,2.275672E+03,9.033704E-02,2.229892E-01,2.884361E+03,9.132370E+02,1.488675E-01,8.948918E-02,1.747339E+03,4.975005E+02,9.018375E-02,4.875067E-02
08:20:00,3.607478E+03,1.581905E+03,1.861863E-01,1.550188E-01,2.889076E+03,8.526227E+02,1.491109E-01,8.355057E-02,1.750292E+03,2.360380E+03,9.033614E-02,2.312889E-01,2.884332E+03,9.175711E+02,1.488660E-01,8.991367E-02,1.747322E+03,5.034799E+02,9.018285E-02,4.933651E-02
08:30:00,3.607424E+03,1.593349E+03,1.861837E-01,1.561400E-01,2.889051E+03,8.789705E+02,1.491096E-01,8.613222E-02,1.750276E+03,2.434230E+03,9.033535E-02,2.385248E-01,2.884307E+03,9.251793E+02,1.488647E-01,9.065909E-02,1.747306E+03,5.105906E+02,9.018206E-02,5.003324E-02
08:40:00,3.607378E+03,1.605819E+03,1.861815E-01,1.573619E-01,2.889029E+03,9.106387E+02,1.491084E-01,8.923531E-02,1.750262E+03,2.497467E+03,9.033465E-02,2.447207E-01,2.884285E+03,9.361311E+02,1.488636E-01,9.173222E-02,1.747293E+03,5.188220E+02,9.018136E-02,5.083979E-02
08:50:00,3.607340E+03,1.618903E+03,1.861796E-01,1.586442E-01,2.889009E+03,9.483787E+02,1.491074E-01,9.293344E-02,1.750250E+03,2.550136E+03,9.033402E-02,2.498812E-01,2.884265E+03,9.501823E+02,1.488626E-01,9.310911E-02,1.747280E+03,5.281332E+02,9.018074E-02,5.175217E-02
09:00:00,3.607307E+03,1.631466E+03,1.861779E-01,1.598753E-01,2.888991E+03,9.928346E+02,1.491065E-01,9.728971E-02,1.750240E+03,2.592317E+03,9.033347E-02,2.540141E-01,2.884248E+03,9.667824E+02,1.488617E-01,9.473579E-02,1.747270E+03,5.384931E+02,9.018019E-02,5.276732E-02
09:10:00,3.607278E+03,1.644167E+03,1.861765E-01,1.611202E-01,2.888976E+03,1.044077E+03,1.491057E-01,1.023110E-01,1.750230E+03,2.624001E+03,9.033297E-02,2.571184E-01,2.884232E+03,9.851676E+02,1.488609E-01,9.653739E-02,1.747260E+03,5.497717E+02,9.017969E-02,5.387250E-02
09:20:00,3.607252E+03,1.657063E+03,1.861752E-01,1.623842E-01,2.888962E+03,1.102125E+03,1.491050E-01,1.079992E-01,1.750221E+03,2.645310E+03,9.033253E-02,2.592062E-01,2.884218E+03,1.004964E+03,1.488602E-01,9.847723E-02,1.747252E+03,5.619177E+02,9.017925E-02,5.506268E-02
09:30:00,3.607229E+03,1.670316E+03,1.861740E-01,1.636831E-01,2.888949E+03,1.166899E+03,1.491044E-01,1.143465E-01,1.750214E+03,2.656361E+03,9.033213E-02,2.602888E-01,2.884206E+03,1.025922E+03,1.488596E-01,1.005309E-01,1.747244E+03,5.748788E+02,9.017886E-02,5.633272E-02
09:40:00,3.607209E+03,1.684152E+03,1.861729E-01,1.650390E-01,2.888938E+03,1.238201E+03,1.491038E-01,1.213333E-01,1.750207E+03,2.657477E+03,9.033178E-02,2.603980E-01,2.884195E+03,1.047839E+03,1.488590E-01,1.026786E-01,1.747237E+03,5.886023E+02,9.017850E-02,5.767748E-02
09:50:00,3.607190E+03,1.698946E+03,1.861720E-01,1.664888E-01,2.888928E+03,1.315734E+03,1.491033E-01,1.289308E-01,1.750201E+03,2.649215E+03,9.033146E-02,2.595883E-01,2.884185E+03,1.070539E+03,1.488585E-01,1.049029E-01,1.747231E+03,6.030345E+02,9.017819E-02,5.909166E-02
10:00:00,3.607173E+03,1.715902E+03,1.861711E-01,1.681503E-01,2.888919E+03,1.398903E+03,1.491028E-01,1.370804E-01,1.750195E+03,2.631054E+03,9.033117E-02,2.578086E-01,2.884176E+03,1.094682E+03,1.488580E-01,1.072687E-01,1.747225E+03,6.186216E+02,9.017790E-02,6.061901E-02
10:10:00,3.607158E+03,1.734462E+03,1.861703E-01,1.699689E-01,2.888911E+03,1.487154E+03,1.491024E-01,1.457281E-01,1.750190E+03,2.603971E+03,9.033091E-02,2.551547E-01,2.884168E+03,1.119737E+03,1.488576E-01,1.097238E-01,1.747220E+03,6.352693E+02,9.017764E-02,6.225030E-02
10:20:00,3.607144E+03,1.754779E+03,1.861696E-01,1.719598E-01,2.888904E+03,1.579867E+03,1.491020E-01,1.548128E-01,1.750186E+03,2.568644E+03,9.033068E-02,2.516930E-01,2.884161E+03,1.145333E+03,1.488572E-01,1.122318E-01,1.747216E+03,6.529089E+02,9.017741E-02,6.397878E-02
10:30:00,3.607131E+03,1.776937E+03,1.861689E-01,1.741310E-01,2.888897E+03,1.676333E+03,1.491017E-01,1.642652E-01,1.750181E+03,2.525537E+03,9.033047E-02,2.474690E-01,2.884154E+03,1.171265E+03,1.488569E-01,1.147729E-01,1.747212E+03,6.715196E+02,9.017720E-02,6.580241E-02
10:40:00,3.607119E+03,1.800989E+03,1.861683E-01,1.764879E-01,2.888891E+03,1.775783E+03,1.491014E-01,1.740101E-01,1.750178E+03,2.474937E+03,9.033028E-02,2.425109E-01,2.884148E+03,1.197380E+03,1.488566E-01,1.173318E-01,1.747208E+03,6.910853E+02,9.017702E-02,6.771962E-02
10:50:00,3.607107E+03,1.826938E+03,1.861677E-01,1.790307E-01,2.888886E+03,1.877399E+03,1.491011E-01,1.839671E-01,1.750174E+03,2.417014E+03,9.033010E-02,2.368351E-01,2.884143E+03,1.223555E+03,1.488563E-01,1.198967E-01,1.747205E+03,7.115901E+02,9.017685E-02,6.972885E-02
11:00:00,3.607097E+03,1.854706E+03,1.861672E-01,1.817518E-01,2.888881E+03,1.980516E+03,1.491008E-01,1.940711E-01,1.750171E+03,2.353169E+03,9.032995E-02,2.305791E-01,2.884138E+03,1.248871E+03,1.488560E-01,1.223772E-01,1.747202E+03,7.325154E+02,9.017669E-02,7.177926E-02
11:10:00,3.607087E+03,1.884102E+03,1.861667E-01,1.846324E-01,2.888876E+03,2.084135E+03,1.491006E-01,2.042243E-01,1.750169E+03,2.283451E+03,9.032980E-02,2.237477E-01,2.884133E+03,1.273630E+03,1.488558E-01,1.248034E-01,1.747199E+03,7.538764E+02,9.017655E-02,7.387237E-02
11:20:00,3.607078E+03,1.914924E+03,1.861662E-01,1.876528E-01,2.888872E+03,2.187378E+03,1.491004E-01,2.143406E-01,1.750166E+03,2.208581E+03,9.032967E-02,2.164114E-01,2.884129E+03,1.298068E+03,1.488556E-01,1.271979E-01,1.747197E+03,7.757049E+02,9.017642E-02,7.601128E-02
11:30:00,3.607069E+03,1.946950E+03,1.861658E-01,1.907911E-01,2.888868E+03,2.289389E+03,1.491002E-01,2.243362E-01,1.750164E+03,2.129825E+03,9.032955E-02,2.086943E-01,2.884126E+03,1.322257E+03,1.488554E-01,1.295681E-01,1.747194E+03,7.979716E+02,9.017630E-02,7.819312E-02
11:40:00,3.607061E+03,1.979944E+03,1.861653E-01,1.940243E-01,2.888865E+03,2.389335E+03,1.491000E-01,2.341294E-01,1.750162E+03,2.048776E+03,9.032944E-02,2.007527E-01,2.884122E+03,1.346244E+03,1.488552E-01,1.319185E-01,1.747192E+03,8.206375E+02,9.017620E-02,8.041409E-02
